,title,webtoon_link,status,thumb_link,auth,genres,ages,intro,series_url,likes,r_rated,episodes,first_register_date,last_register_date,rates,ages2,rates2,genre1,genre2,genre1_pre,genre2_pre
0,가난을 등에 업은 소녀,https://comic.naver.com/webtoon/list?titleId=756056,1,https://shared-comic.pstatic.net/thumb/webtoon/756056/thumbnail/thumbnail_IMAG10_a24bd6d3-7728-4f03-bb60-261f8749d49e.jpg,B급달궁 / 오은지,"스토리, 로맨스",전체연령가,흔하디 흔한 재벌후계자와 캔디도 울고 갈 박복한 가난소녀의 파란만장 동거기!인기작 <다세포소녀>의 웹툰판!,https://series.naver.com/comic/detail.series?originalProductId=354928,344,0,28.0,2020.10.19,2020.10.19,9.6,0,9.6,스토리,로맨스,0,0
1,가담항설,https://comic.naver.com/webtoon/list?titleId=670144,1,https://shared-comic.pstatic.net/thumb/webtoon/670144/thumbnail/title_thumbnail_20151230192753_t83x90.jpg,랑또,"스토리, 판타지",12세 이용가,이번 주인공은 돌이다!돌이지만 동료도 모으고 악당도 물리친다!랑또 작가표 동양 판타지 소년만화,https://series.naver.com/comic/detail.series?originalProductId=218870,100000,0,247.0,2016.06.01,2016.08.03,9.9,1,9.9,스토리,판타지,0,2
2,가령의 정체불명 이야기,https://comic.naver.com/webtoon/list?titleId=732071,1,https://shared-comic.pstatic.net/thumb/webtoon/732071/thumbnail/thumbnail_IMAG10_0c96b047-dba2-40c8-8558-8622a8d53d9b.jpg,가령,"옴니버스, 드라마",15세 이용가,어느 날... 인어가 내게 말을 걸어왔다. 눈을 떠보니 총구가 있었다. 그리고 몸이 연기처럼 사라지기 시작했다. 판타지보다 비현실적인 우리의 회색빛 이야기.,https://series.naver.com/comic/detail.series?originalProductId=371133,38392,0,25.0,2019.08.19,2019.09.02,9.9,2,9.9,옴니버스,드라마,2,1
3,가비지타임,https://comic.naver.com/webtoon/list?titleId=703844,0,https://shared-comic.pstatic.net/thumb/webtoon/703844/thumbnail/thumbnail_IMAG10_066e135a-2899-4b96-8ec1-7c633d616e1f.jpg,2사장,"스토리, 스포츠",전체연령가,"한국 최초 한국형 고교스포츠 웹툰!열혈따윈 개나 줘, 낙오자들 뿐인 농구부의 운명은?",https://series.naver.com/comic/detail.series?originalProductId=354284,81510,0,149.0,2022.05.07,2022.11.19,9.9,0,9.9,스토리,스포츠,0,9
4,가상&RPG,https://comic.naver.com/webtoon/list?titleId=785701,0,https://shared-comic.pstatic.net/thumb/webtoon/785701/thumbnail/thumbnail_IMAG10_1daf0900-0f55-4fc7-a59e-0ec3e975409a.jpg,주다현,"스토리, 판타지",12세 이용가,"""사람은 좀 죽여도 싸우는건 싫어해요."" 게임에서조차 집 바깥을 나가지 않는 '제리'. 전투는 한 번도 안해봤는데, 에픽 무기가 귀속되었다? 가상현실 액션 RPG 모브사가 온라인. 그 고인물들의 군상극.",,357,0,42.0,2022.08.17,2022.10.19,9.895999999999995,1,9.9,스토리,판타지,0,2
5,가슴털 로망스,https://comic.naver.com/webtoon/list?titleId=729963,1,https://shared-comic.pstatic.net/thumb/webtoon/729963/thumbnail/thumbnail_IMAG10_43c309d8-19f8-4ad6-8ad4-707208fbaeb0.jpg,갸오오,"스토리, 개그",전체연령가,최고의 상남자가 되기 위한 여행을 떠나는 장호풍과 친구들명언범벅 눈물범벅 의리범벅 개그만화!,,54594,0,137.0,2021.11.25,2022.01.27,9.947846153846177,0,9.95,스토리,개그,0,5
6,가우스전자,https://comic.naver.com/webtoon/list?titleId=799793,1,https://shared-comic.pstatic.net/thumb/webtoon/799793/thumbnail/thumbnail_IMAG10_139f4342-76bc-4c3c-bc9d-cae409193d13.jpg,곽백수,"에피소드, 일상",전체연령가,다국적 문어발 기업 가우스전자 마케팅3부 이야기곽백수 작가가 선보이는 본격 직장인 만화!,https://series.naver.com/comic/detail.series?originalProductId=481577,17,0,417.0,2022.09.21,2022.09.21,9.4,0,9.4,에피소드,일상,1,6
7,가족같은 XX,https://comic.naver.com/webtoon/list?titleId=790239,0,https://shared-comic.pstatic.net/thumb/webtoon/790239/thumbnail/thumbnail_IMAG10_04f93d8c-988d-499c-b673-b05aa00ed77a.jpg,서우현,"스토리, 로맨스",15세 이용가,"탑 배우 한나나는 우연히 갈 곳 없는 고등학생 유성우를 집에 들인다.아슬아슬한 동거가 시작된 가운데, 갑자기 좋아하던 선배 이한이 다가오기 시작하는데..?!가족 같은 남자와 가족이 되고 싶은 남자, 누가 진짜 가족이 될까?",https://series.naver.com/comic/detail.series?originalProductId=459863,334,0,44.0,2022.09.21,2022.11.23,9.9,2,9.9,스토리,로맨스,0,0
8,가족의 초상,https://comic.naver.com/webtoon/list?titleId=753385,1,https://shared-comic.pstatic.net/thumb/webtoon/753385/thumbnail/thumbnail_IMAG10_13ca7cac-0ad7-47d1-b844-6833f40b9e5e.jpg,김승택,"에피소드, 드라마",12세 이용가,"할머니의 죽음과 그로 인한 가족들의 변화를 겪어 나가면서, 당연하게만 생각했던 가족의 소중함을 깨닫게 되는 이야기이다.",https://series.naver.com/comic/detail.series?originalProductId=388684,222,0,47.0,2020.09.28,2020.09.28,9.5,1,9.5,에피소드,드라마,1,1
9,가짜 동맹,https://comic.naver.com/webtoon/list?titleId=788167,0,https://shared-comic.pstatic.net/thumb/webtoon/788167/thumbnail/thumbnail_IMAG10_c57ca45f-4229-4a8c-9500-1684a3926aa7.jpg,케냠,"스토리, 로맨스",전체연령가,소꿉친구와 하루아침에 커플이 되었다?!통제가 강한 부모님들을 안심 시키고 자유롭게 생활하기 위해 동맹을 맺은 두 모범생 ‘윤세이’와 ‘김재하’.동맹을 들킬 위기를 모면하기 위한 두 사람의 가짜 커플 행세가 시작된다!,https://series.naver.com/comic/detail.series?originalProductId=457822,624,0,50.0,2022.09.20,2022.11.22,9.9,0,9.9,스토리,로맨스,0,0
10,가짜인간,https://comic.naver.com/webtoon/list?titleId=766504,1,https://shared-comic.pstatic.net/thumb/webtoon/766504/thumbnail/thumbnail_IMAG10_c90c55a5-0214-4e72-b6eb-658e6227b935.jpg,0환이 / 반얀,"스토리, 스릴러",15세 이용가,"폭력을 일삼던 엄마의 손에서 벗어나 동생 수아와 단둘이 살게 된 지아는무슨 일이 있어도 동생을 행복하게 해주기 위해 늘 고군분투한다.그러던 어느 날, 여느 때와 다름없이 아르바이트를 하던 지아는 수련회에 간 수아의 번호로 이상한 문자를 받게 된다.수련회장이 아닌 낯선 곳에 왔다는 수아,'수아는 앞으로 행복한 삶을 살게 될 것'이라 말하는 정체불명의 누군가.그날의 문자를 끝으로 수아는 돌아오지 않고, 주변 사람들은 모두 무심하거나 수상하다.언제까지고 다른 이들의 도움을 기다릴 수는 없는 상황.동생을 되찾는 방법은 지아, 자신이 스스로 나서는 것 하나뿐이다.고등학교 친구 원승을 데리고 험난한 여정을 떠나는 그녀는 수아의 실종 뒤에 드리운 기묘한 사이비 종교의 소용돌이를 파고들어야 한다.",https://series.naver.com/comic/detail.series?originalProductId=433200,321,0,45.0,2021.05.15,2021.06.26,9.1,2,9.1,스토리,스릴러,0,3
11,가타부타타,https://comic.naver.com/webtoon/list?titleId=729040,1,https://shared-comic.pstatic.net/thumb/webtoon/729040/thumbnail/thumbnail_IMAG10_41b89b63-be1c-4b44-80a8-4e5a256804df.jpg,숭어,"스토리, 로맨스",전체연령가,"모든 게 서툴고 어색했던 중학교 2학년 15살의 첫 연애.그렇게 헤어졌던 첫사랑을 같은 대학, 자취방 바로 옆집에서 다시 마주하다! 사랑이 뭔지, 연애가 뭔지 아직도 헷갈리고 서툴기만 한 스무 살. 과연 이번엔스스로에게 당당하고 서로를 솔직하게 마주하는 연애에 성공할 수 있을까?",https://series.naver.com/comic/detail.series?originalProductId=364808,100000,0,70.0,2019.06.12,2019.07.17,9.9,0,9.9,스토리,로맨스,0,0
12,각자의 디데이,https://comic.naver.com/webtoon/list?titleId=749055,1,https://shared-comic.pstatic.net/thumb/webtoon/749055/thumbnail/thumbnail_IMAG10_0044b373-58c8-4a94-b764-cfdde8b59d79.jpg,오묘,"스토리, 로맨스",전체연령가,헤어졌지만 헤어지지 않은 사이솔직하지 못한 우리들 어떻게 될까요?,https://series.naver.com/comic/detail.series?originalProductId=403326,100000,0,54.0,2020.06.30,2020.08.11,10.0,0,10.0,스토리,로맨스,0,0
13,간질간질,https://comic.naver.com/webtoon/list?titleId=702165,1,https://shared-comic.pstatic.net/thumb/webtoon/702165/thumbnail/thumbnail_IMAG10_68f82b34-0039-440a-a731-0f44ad25f942.jpg,손하은,"스토리, 로맨스",전체연령가,버스에서 시작된 간질간질 첫사랑2017 <청춘로맨스 대전> 우수상 수상작,https://series.naver.com/comic/detail.series?originalProductId=298204,61351,0,52.0,2017.10.23,2017.11.20,8.9,0,8.9,스토리,로맨스,0,0
14,간첩 18세,https://comic.naver.com/webtoon/list?titleId=799503,0,https://shared-comic.pstatic.net/thumb/webtoon/799503/thumbnail/thumbnail_IMAG10_3780d23d-4941-477c-9497-6d2dd56afc4d.jpg,팀꿀빨 / 김주인,"스토리, 액션",15세 이용가,어린시절부터 북한에서 훈련받은 고아 출신 하진.그는 어린소년들을 내려보내 남한의 고위층으로 키우고자 하는 북의 계획에 발탁되어 남한으로 넘어온다.“이용당하지 않기 위해선 먹는쪽에 서야 한다”북에 이용당하기 보다 이용하고자 하는 그는 볼모로잡힌 동생을 구할 힘을 가지기 위해남과북의 조직들을 하나씩 잡아먹는다.,https://series.naver.com/comic/detail.series?originalProductId=481008,94,0,18.0,2022.09.16,2022.11.18,9.1,2,9.1,스토리,액션,0,4
15,간택주의보,https://comic.naver.com/webtoon/list?titleId=798333,0,https://shared-comic.pstatic.net/thumb/webtoon/798333/thumbnail/thumbnail_IMAG10_a861e816-1307-4bff-a855-d19439a9d6b3.jpg,은겸 / 연개 / 진숙,"스토리, 로맨스",15세 이용가,"벗을 위해 변장 후 기방에 들어간 소진.우연히 헐벗은 사내, 이헌을 마주하게 되는데, 낯설지 않은 그는 바로 1년 전 소진이 구해준 사내.왕세자 이헌은 잃어버린 기억을 되찾기 위해 소진을 유혹하기 시작하는데, 벗을 찾으러 세자빈 간택을 이용해 궐에 잠입하려는 소진.완벽한 계획에 변수가 생기고 간택에서 떨어져야만 하는 소진에게 ‘로맨스주의보’가 내려졌다!",https://series.naver.com/comic/detail.series?originalProductId=477103,22,0,31.0,2022.07.31,2022.07.31,10.0,2,10.0,스토리,로맨스,0,0
16,갇힌 방,https://comic.naver.com/webtoon/list?titleId=791676,0,https://shared-comic.pstatic.net/thumb/webtoon/791676/thumbnail/thumbnail_IMAG10_022be635-a126-42ec-ad6c-2eb4a7a8fe2d.jpg,찡나 / 지언,"스토리, 스릴러",12세 이용가,"남의 개인정보를 수집하여 뒤를 캐는 주인공.동경하는 같은 반 남학생의 계정을 해킹하고, 상상도 못할 행적을 캐낸다.충격 받은 플은 겁을 주려고 익명 메세지를 보내게 되고, 그 뒤 남학생은 홀연이 모습을 감춘다.며칠이 지나고 주인공은 컴퓨터 한 대만 있는 방에 갇혀 눈을 뜨게 되는데…과연 주인공은 컴퓨터 한 대로 갇힌 방에서 자신을 가둔 범인을 찾고 탈출할 수 있을까?",https://series.naver.com/comic/detail.series?originalProductId=460423,49,0,52.0,2022.03.06,2022.03.06,9.3,1,9.3,스토리,스릴러,0,3
17,감 비서가 고장났다,https://comic.naver.com/webtoon/list?titleId=774706,1,https://shared-comic.pstatic.net/thumb/webtoon/774706/thumbnail/thumbnail_IMAG10_ea151726-0f9a-4f68-9a58-bb2b91edc47a.jpg,퀀퀀 / 파란드,"스토리, 로맨스",12세 이용가,"언제나와 같은 야근길, 붕어빵 사고 남은 돈으로 지른 로또에 무려 1등으로 당첨된 ‘유은’.워라밸 없기로 악명높은 사장 ‘도혁’의 비서 일부터 당장 때려치우려 했지만… “제가 요즘… 감 비서 생각으로 머릿속이 가득 차 있거든요.”사장님이 고장났… 아니, 밑도 끝도 없이 말랑말랑해졌다?이제 와서 사람 흉내내도 소용없다며 밀어내려해도, 미남계를 곁들인 콤보 공격에 점점 흔들리는 유은. 그녀는 알까, 도혁도 똑같은 생각을 하고 있다는 것을.‘감 비서가 고장났다. 반드시 원래대로 고쳐놓고 말겠어.’",https://series.naver.com/comic/detail.series?originalProductId=437393,791,0,56.0,2021.06.25,2021.08.06,9.6,1,9.6,스토리,로맨스,0,0
18,감염자,https://comic.naver.com/webtoon/list?titleId=675823,1,https://shared-comic.pstatic.net/thumb/webtoon/675823/thumbnail/thumbnail_IMAG10_20190617_migrated.jpg,이강,"스토리, 스릴러",18세 이용가,사람을 잡아먹는 괴물 '감염자'나는 괴물이 되었다.,https://series.naver.com/comic/detail.series?originalProductId=229426,100000,1,121.0,2016.04.02,2016.04.30,9.4,3,9.4,스토리,스릴러,0,3
19,감자마을,https://comic.naver.com/webtoon/list?titleId=759418,1,https://shared-comic.pstatic.net/thumb/webtoon/759418/thumbnail/thumbnail_IMAG10_23004717-bb95-4c26-8986-052aa74646ac.jpg,박지독,"스토리, 개그",12세 이용가,감자 청년이 펼치는 격정막장 작물드라마!감자마을에 살고 있는 주인공 한감자는 꿈을 이루기 위해 감자마을을 떠난다.하지만 감자마을 밖은 고난과 역경 그 자체.마을을 떠나자마자 예상치 못한 살인 사건에 휘말리며 위험에 처하게 된다.과연 한감자는 무사히 살아남아 다시 감자마을로 돌아갈 수 있을 것인가?,https://series.naver.com/comic/detail.series?originalProductId=419746,2918,0,69.0,2020.12.17,2021.01.21,9.9,1,9.9,스토리,개그,0,5
20,감히,https://comic.naver.com/webtoon/list?titleId=738177,1,https://shared-comic.pstatic.net/thumb/webtoon/738177/thumbnail/thumbnail_IMAG10_79e41349-263e-4439-91b9-592a75c1da46.jpg,희나리,"스토리, 스릴러",15세 이용가,진실을 향한 입과 귀를 틀어막고 짓누르는 그들. 이제 죽음에서 자유로워진 그녀의 복수가 시작된다.,https://series.naver.com/comic/detail.series?originalProductId=384866,23668,0,75.0,2019.12.19,2020.02.06,9.9,2,9.9,스토리,스릴러,0,3
21,갑자기 커피,https://comic.naver.com/webtoon/list?titleId=742048,1,https://shared-comic.pstatic.net/thumb/webtoon/742048/thumbnail/thumbnail_IMAG10_8124960c-6033-461a-8b0c-a2996b13d976.jpg,우 / 리지,"스토리, 개그",전체연령가,"스무살, 첫 커피… 그리고 첫 사기…?!세계 최고의 바리스타였던 지오반니와 조금(?)은 특이한 직원들과 함께하는20살 동우의 본격 카페 알바 이야기!",https://series.naver.com/comic/detail.series?originalProductId=393152,13061,0,30.0,2020.03.18,2020.05.20,9.3,0,9.3,스토리,개그,0,5
22,갓 오브 하이스쿨,https://comic.naver.com/webtoon/list?titleId=318995,1,https://shared-comic.pstatic.net/thumb/webtoon/318995/thumbnail/title_thumbnail_20110407182655_t83x90.jpg,박용제,"스토리, 판타지",12세 이용가,"전국, 전세계 고등학생 중 가장 쎈 녀석을 뽑는 대회가 열린다.허구 100% 막장 액션의 끝!! 기대하시라!!!",,100000,0,574.0,2022.09.01,2022.11.03,9.89,1,9.89,스토리,판타지,0,2
23,갓!김치,https://comic.naver.com/webtoon/list?titleId=730258,1,https://shared-comic.pstatic.net/thumb/webtoon/730258/thumbnail/thumbnail_IMAG10_cbc6909e-351d-4bdf-89c8-48ae1d15a58e.jpg,김민우,"에피소드, 개그",전체연령가,​1000% 신토불이 히어로 등장!,https://series.naver.com/comic/detail.series?originalProductId=366956,14350,0,52.0,2019.07.06,2019.09.07,7.3,0,7.3,에피소드,개그,1,5
24,갓도령스,https://comic.naver.com/webtoon/list?titleId=732255,1,https://shared-comic.pstatic.net/thumb/webtoon/732255/thumbnail/thumbnail_IMAG10_5ec56e18-264e-4347-ad9b-8ac30274ec8a.jpg,도로롱,"스토리, 드라마",전체연령가,갓을 쓴 네명의 꽃도령그들과 함께 드랍 더 비트!,,49306,0,55.0,2020.06.24,2020.08.26,9.969400000000006,0,9.97,스토리,드라마,0,1
25,갓물주,https://comic.naver.com/webtoon/list?titleId=731297,1,https://shared-comic.pstatic.net/thumb/webtoon/731297/thumbnail/thumbnail_IMAG10_df561e4d-07f3-4a43-8098-2449b5f35918.jpg,HD3,"스토리, 드라마",전체연령가,과거로 갈 수 있는 건물을 얻게 된 평범한 청년 송강기.시간 이동으로 내가 얻은 이득만큼 누군가는 피해를 보게 되는 파이 싸움의 현실!강기는 과연 어떤 선택을 해 나갈 것인가...,https://series.naver.com/comic/detail.series?originalProductId=369230,100000,0,74.0,2019.07.23,2019.09.03,9.5,0,9.5,스토리,드라마,0,1
26,갓트,https://comic.naver.com/webtoon/list?titleId=790453,1,https://shared-comic.pstatic.net/thumb/webtoon/790453/thumbnail/thumbnail_IMAG10_e1ff0673-bd65-4b4e-91e2-31fbbec78861.jpg,서패스 / 아거주누,"스토리, 판타지",15세 이용가,"12계열의 갓트(GOD-Tribe)가 서로 싸우며 공존하는 세상.육식계에게 학대를 받으며 일하던 환식계 꼬마 랏데는포식자에 제물로 바쳐졌으나, 영웅 타세르에 의해 구원된다.타세르의 말에 따르면 랏데가 바로 포식자들에 맞서 세상을 구원할천년에 한번 태어나는 계시된 존재였고,이후 모든 '갓트'집단의 리더가 될 운명이었다.이제 타세르와의 수련 후, 세상을 뒤집는 복수가 시작된다.",,185,0,34.0,2022.08.03,2022.10.05,9.914999999999996,2,9.91,스토리,판타지,0,2
27,갓핑크,https://comic.naver.com/webtoon/list?titleId=715159,1,https://shared-comic.pstatic.net/thumb/webtoon/715159/thumbnail/thumbnail_IMAG10_320c4a09-d0d3-43b1-be41-f713846ee0f9.jpg,이상신 / 국중록,"스토리, 판타지",15세 이용가,흥분하면 거대해지는 그놈!박성기를 함부로 자극하지 마라​생체병기 '핑크맨'의 신체 부위를 나눠가진 초능력자들이 펼치는 박진감 넘치는 액션,https://series.naver.com/comic/detail.series?originalProductId=325981,100000,0,151.0,2018.12.07,2019.02.08,9.6,2,9.6,스토리,판타지,0,2
28,강남도깨비,https://comic.naver.com/webtoon/list?titleId=733728,1,https://shared-comic.pstatic.net/thumb/webtoon/733728/thumbnail/thumbnail_IMAG10_7a59a85d-9d48-4564-8c78-4c96a0be92d9.jpg,이경민 / 송준혁,"스토리, 판타지",15세 이용가,"전세계 44명, 황금의 피를 가진 전교1등을 노리는 도깨비가 나타났다.지상 최대 공모전 최우수상 수상작!!",,72280,0,114.0,2021.09.11,2021.11.13,9.79054545454546,2,9.79,스토리,판타지,0,2
29,강림전기 개정기,https://comic.naver.com/webtoon/list?titleId=762777,1,https://shared-comic.pstatic.net/thumb/webtoon/762777/thumbnail/thumbnail_IMAG10_2786b230-7585-4c95-80e8-16e8e8fa9f2d.jpg,철무장미 / 장군,"에피소드, 액션",12세 이용가,"얼굴 학력 성품 모든 것이 완벽한 전교 1등 우등생 하린.그런 그의 옆자리를 차지한 괴상한 전학생이, 오늘부터 하린을 죽이겠다는데?!무협 소설 <강림전기>에서 튀어나온 악마, 최강림과의 파란만장 학교생활 판타지.",https://series.naver.com/comic/detail.series?originalProductId=420538,724,0,61.0,2020.12.31,2021.02.11,9.8,1,9.8,에피소드,액션,1,4
30,강변살다,https://comic.naver.com/webtoon/list?titleId=578108,1,https://shared-comic.pstatic.net/thumb/webtoon/578108/thumbnail/title_thumbnail_20140127223051_t83x90.jpg,박윤영,"스토리, 로맨스",12세 이용가,이강변이라는 이름의 그녀가 펼쳐가는 20대 청춘 로맨스,https://series.naver.com/comic/detail.series?originalProductId=284158,100000,0,199.0,2013.08.05,2013.09.23,9.6,1,9.6,스토리,로맨스,0,0
31,강시대소동,https://comic.naver.com/webtoon/list?titleId=483796,1,https://shared-comic.pstatic.net/thumb/webtoon/483796/thumbnail/title_thumbnail_20120622115641_t83x90.jpg,주동근,"스토리, 스릴러",15세 이용가,강시대소동 야영지에 강시가 나타났다! 찌질한 우리라도 막아야 한다!,https://series.naver.com/comic/detail.series?originalProductId=184849,36323,0,107.0,2012.07.29,2012.09.30,9.2,2,9.2,스토리,스릴러,0,3
32,같은 학교 친구,https://comic.naver.com/webtoon/list?titleId=774832,0,https://shared-comic.pstatic.net/thumb/webtoon/774832/thumbnail/thumbnail_IMAG10_510343b7-ca34-4fd2-9058-d47c7863d2bd.jpg,유유,"스토리, 로맨스",전체연령가,항상 바른 자세를 하는 같은 반 친구 겨울이.요한이는 그런 겨울이가 왠지 신경 쓰인다. 그때 마침 짝이 된 두 사람. 가까워진 자리만큼 마음의 거리가 좁혀져 간다.두근대는 심장 소리.피어오르는 얼굴의 이 열기를 뭐라고 부르면 좋은 걸까?어쩔 줄 모르는 소년소녀의 첫사랑 이야기.,,1350,0,58.0,2022.09.02,2022.11.04,9.975600000000007,0,9.98,스토리,로맨스,0,0
33,같은도장,https://comic.naver.com/webtoon/list?titleId=725830,1,https://shared-comic.pstatic.net/thumb/webtoon/725830/thumbnail/thumbnail_IMAG10_f8a6b2ea-7e99-410f-8b72-f1b1e4b289cb.jpg,이힝,"스토리, 로맨스",전체연령가,게임 친구였던 귀여운(?) 연하남과같은 검도장에서 만나버렸다!,https://series.naver.com/comic/detail.series?originalProductId=359838,100000,0,61.0,2019.03.24,2019.05.12,9.9,0,9.9,스토리,로맨스,0,0
34,개를 낳았다,https://comic.naver.com/webtoon/list?titleId=712362,0,https://shared-comic.pstatic.net/thumb/webtoon/712362/thumbnail/thumbnail_IMAG10_209d50ef-0522-4e27-8b3c-6245becea280.jpg,이선,"스토리, 드라마",전체연령가,사랑스러운 너와의 첫 만남부터 이별까지. 처음으로 반려견을 키우게 된 다나와 모든것이 처음인 강아지 명동이가 만나 함께 살아가는 이야기. 강아지 수명 20년. 너와 내가 함께하는 20년 동안 우린 어떤 일을 겪게 될까?,https://series.naver.com/comic/detail.series?originalProductId=317185,100000,0,202.0,2022.09.22,2022.11.24,9.9,0,9.9,스토리,드라마,0,1
35,개미,https://comic.naver.com/webtoon/list?titleId=740386,1,https://shared-comic.pstatic.net/thumb/webtoon/740386/thumbnail/thumbnail_IMAG10_179009ac-0f93-4ac4-9026-9a93adae31b7.jpg,재희,"스토리, 스릴러",15세 이용가,우리의 발 밑에 그들이 살고있다.,https://series.naver.com/comic/detail.series?originalProductId=389713,20276,0,35.0,2020.02.13,2020.03.12,9.2,2,9.2,스토리,스릴러,0,3
36,개미잡이,https://comic.naver.com/webtoon/list?titleId=750571,1,https://shared-comic.pstatic.net/thumb/webtoon/750571/thumbnail/thumbnail_IMAG10_d3e114af-9ad0-48ab-b48c-a5d3e5aeebd2.jpg,이익수,"스토리, 드라마",15세 이용가,겉과 속이 다른 삶을 살아온 악랄한 인간 고은식. 그런 악마와 함께 살고 있는 세진에게 뜻밖의 기회가 찾아온다.이들의 비밀스러운 삶을 집요하게 파고드는 형사와 고은식으로부터 어린 시절 온갖 학대를 받으며 살아온 의문의 남자가 복수를 위해 나타난다,https://series.naver.com/comic/detail.series?originalProductId=336644,571,0,51.0,2020.08.03,2020.08.03,9.7,2,9.7,스토리,드라마,0,1
37,개밥 먹는 남자,https://comic.naver.com/webtoon/list?titleId=761463,1,https://shared-comic.pstatic.net/thumb/webtoon/761463/thumbnail/thumbnail_IMAG10_c7216e07-581c-481f-9f1b-e56df6350afd.jpg,김태순,"스토리, 판타지",12세 이용가,"출근길에 우연히 받은 ‘아임펫 향수’를 뿌렸다가 댕댕이 뚜치와 몸이 바뀌어버린 어도남.그런데, 뚜치가 회사에 출근하더니 투자 계약을 따내고, 임원 승진에, 짝사랑하는 여직원과 썸을 타기 시작한다?!뜻밖의 상황에 엮인 어도남은 오늘도 집에 틀어박혀 개밥을 먹는다.주인과 반려동물의 몸을 뒤바꾸는 ‘아임펫 향수’ 때문에 벌어지는 아이러니 코미디! 대박 맞겠지?2020 지상최대공모전 1기 장려상 수상작!",https://series.naver.com/comic/detail.series?originalProductId=419082,1442,0,71.0,2020.12.13,2021.01.24,9.7,1,9.7,스토리,판타지,0,2
38,개와 사람의 시간,https://comic.naver.com/webtoon/list?titleId=794980,0,https://shared-comic.pstatic.net/thumb/webtoon/794980/thumbnail/thumbnail_IMAG10_63b1c30e-e020-4392-b0df-9487e1a7476b.jpg,무브,"스토리, 드라마",전체연령가,"나영의 행복을 위해서라면, 무엇이든 할 수 있는 사랑스러운 반려견 우비. 그런 우비와 나영의 시간에 불현듯 개를 무서워하는 낯선 남자 영민이 들어오고, 나영과 영민의 관계가 가까워질수록 우비와 그녀의 사이는 멀어져 간다. 나영의 사랑을 독차지할 수 없게 된 우비. 결국 스스로의 한계를 느끼고 그녀의 곁을 떠나 자신을 위한 삶을 살기로 결심하게 되는데...",https://series.naver.com/comic/detail.series?originalProductId=469847,330,0,32.0,2022.09.21,2022.11.23,9.1,0,9.1,스토리,드라마,0,1
39,개인정보 제공에 동의하십니까?,https://comic.naver.com/webtoon/list?titleId=794103,0,https://shared-comic.pstatic.net/thumb/webtoon/794103/thumbnail/thumbnail_IMAG10_8c39806e-446f-4670-88cb-a7bfcdbe1931.jpg,신대성,"스토리, 스릴러",전체연령가,어느 날 문득 인생의 작은 인연 하나를 떠올리게 된 현수.그 사람의 안부가 궁금해 난생처음 sns에 가입하게 되고 연락하기에 이른다.그리고 만남까지...그 인연과의 짧은 만남 이후 현수에겐 이상한 일들이 벌어지기 시작한다.자신의 개인 정보를 알아야만 가능한 테러들 연이어 발생하면서평범했던 현수의 일상은 점점 무너져 가는데...과연 현수는 범인을 잡고 자신의 일상을 되찾을 수 있을까?,https://series.naver.com/comic/detail.series?originalProductId=467371,18,0,51.0,2022.04.25,2022.04.25,10.0,0,10.0,스토리,스릴러,0,3
40,개장수,https://comic.naver.com/webtoon/list?titleId=729255,1,https://shared-comic.pstatic.net/thumb/webtoon/729255/thumbnail/thumbnail_IMAG10_655c05f9-ec65-408e-9810-4174553e030e.jpg,김규삼,"스토리, 판타지",15세 이용가,"역대급 판타지스릴러 <하이브>의 프리퀄! 곤충에게 지배당한 세상, 그 시작과 끝에 개장수가 있다.",,100000,0,31.0,2019.10.29,2019.12.31,9.977333333333332,2,9.98,스토리,판타지,0,2
41,개판,https://comic.naver.com/webtoon/list?titleId=72939,1,https://shared-comic.pstatic.net/thumb/webtoon/72939/thumbnail/title_thumbnail_20100928201822_t83x90.jpg,현욱,"스토리, 액션",15세 이용가,스스로를 정의라 부르는 조직 아마란스. 버려진 투견 바울이 겪는 그들의 이야기,https://series.naver.com/comic/detail.series?originalProductId=254344,8572,0,165.0,2010.12.07,2011.02.08,9.9,2,9.9,스토리,액션,0,4
42,개편 축하 릴레이 카툰,https://comic.naver.com/webtoon/list?titleId=50422,1,https://shared-comic.pstatic.net/thumb/webtoon/50422/thumbnail/title_thumbnail_20081030133244_t83x90.gif,네이버웹툰작가,"에피소드, 일상",전체연령가,"보다 재미있고, 보다 다양한 웹툰의 세계, 네이버 만화가 개편되었습니다.네이버 웹툰 개편을 축하하기 위하여 많은 프로 작가님들이 릴레이 축하 카툰을 선보입니다.",,125,0,15.0,2008.10.30,2008.11.11,9.486,0,9.49,에피소드,일상,1,6
