,title,webtoon_link,status,thumb_link,auth,genres,ages,intro,series_url,likes,r_rated,episodes,first_register_date,last_register_date,rates,ages2,rates2,genre1,genre2,genre1_pre,genre2_pre
1661,키스 식스 센스,https://comic.naver.com/webtoon/list?titleId=770964,0,https://shared-comic.pstatic.net/thumb/webtoon/770964/thumbnail/thumbnail_IMAG10_f169ed49-5116-48f8-9a7a-fd8069335ed1.jpg,조코봉 / 갓녀,"스토리, 로맨스",15세 이용가,"키스하는 순간 미래가 보인다!키스하면 미래가 보이는 예술은 실수로 상사 차민후 팀장의 목에 키스를 한다.그 순간 예술은 미래에 차민후와 함께있는 자신의 모습을 보게 되는데……그런데 왜 하필 침대에서 뒹구는 모습인 거야?!썸은 커녕 언젠가 회사 그만 둘 때 꼭 뒷통수 한 대 후려치고 갈 생각이었는데…!어떻게든 끔찍한 미래가 현실이 되지 않게 열심히 부정해보지만이 남자, 자꾸만 나한테 다가온다!원수보다 못한 우리 사이, 진짜 로맨스가 있긴 한 거야?!아슬아슬, 화끈한 초감각 로맨스 <키스 식스 센스>.",https://series.naver.com/comic/detail.series?originalProductId=430872,1146,0,81.0,2022.09.16,2022.11.18,9.8,2,9.8,스토리,로맨스,0,0
1662,키스우드,https://comic.naver.com/webtoon/list?titleId=169082,1,https://shared-comic.pstatic.net/thumb/webtoon/169082/thumbnail/title_thumbnail_20100527153219_t83x90.jpg,안성호,"스토리, 판타지",전체연령가,"언덕이라 불리우는 정체 불명의 숲, 그리고 그곳을 지배 하고있는 소녀 '무아'.무아의 손에서 벗어나 숲을 탈출하기 위한 설씨 일행의 험난한 여정!",https://series.naver.com/comic/detail.series?originalProductId=206995,7426,0,35.0,2010.05.31,2010.07.31,9.8,0,9.8,스토리,판타지,0,2
1663,키스의 여왕,https://comic.naver.com/webtoon/list?titleId=791936,0,https://shared-comic.pstatic.net/thumb/webtoon/791936/thumbnail/thumbnail_IMAG10_9557e597-9b0c-4938-8af7-d487c3c9c37c.jpg,영영이 / 이재익,"스토리, 로맨스",15세 이용가,"누구라도 보는 순간 키스하고 싶게 만드는 여자, ‘키스의 여왕’이라는 별명을 가진 월드스타 손유리는 IT 업계의 억만장자 데이브 천과의 드라마틱한 열애 후 성대한 결혼식을 올린다.평범한 신혼여행을 거부하고 지상 최고의 허니문 여행을 떠난 그녀는 로맨틱한 첫날밤에 미친 사랑과 거대한 운명의 폭풍에 휩싸이게 되는데…“당신이 알던 그 남자는 죽었어.”",https://series.naver.com/comic/detail.series?originalProductId=463205,141,0,41.0,2022.09.16,2022.11.18,9.8,2,9.8,스토리,로맨스,0,0
1664,킥,https://comic.naver.com/webtoon/list?titleId=551647,1,https://shared-comic.pstatic.net/thumb/webtoon/551647/thumbnail/title_thumbnail_20130415162245_t83x90.jpg,강냉이,"스토리, 액션",12세 이용가,"태권도 쌩초보 홍석준의 무모한 태권도 수련.
<폭풍의 전학생> 강냉이 작가의 신작 웹툰.",,25310,0,74.0,2014.07.06,2014.09.07,7.871285714285711,1,7.87,스토리,액션,0,4
1665,킬 더 드래곤,https://comic.naver.com/webtoon/list?titleId=794102,0,https://shared-comic.pstatic.net/thumb/webtoon/794102/thumbnail/thumbnail_IMAG10_abe09773-417f-4a41-ac84-ec8eec8a03e9.jpg,현가 / 미스 지수 / 백수귀족,"스토리, 액션",15세 이용가,"""필사적으로 살아남아라.""인류는 침략자 '드래곤'에게 멸망을 선고받았다.붕괴 직전의 세계에서 인류를 수호하기 위해전쟁고아 이한은 '사이커'로 각성한다!",https://series.naver.com/comic/detail.series?originalProductId=467726,158,0,37.0,2022.09.22,2022.11.24,9.0,2,9.0,스토리,액션,0,4
1666,킬더킹,https://comic.naver.com/webtoon/list?titleId=670145,0,https://shared-comic.pstatic.net/thumb/webtoon/670145/thumbnail/title_thumbnail_20160105121235_t83x90.jpg,마사토끼 / joana,"스토리, 드라마",전체연령가,"왕의 재능이란 무엇일까?왕좌의 새로운 주인, 진정한 왕에 걸맞는 재능을 가려내는 게임이 시작된다!",https://series.naver.com/comic/detail.series?originalProductId=381957,70670,0,309.0,2022.09.21,2022.11.23,9.8,0,9.8,스토리,드라마,0,1
1667,킬러 김빵빵,https://comic.naver.com/webtoon/list?titleId=677753,1,https://shared-comic.pstatic.net/thumb/webtoon/677753/thumbnail/title_thumbnail_20160412185136_t83x90.jpg,김레옹,"옴니버스, 개그",12세 이용가,사악한 킬러 김빵빵으로부터 위협받는 시민들너도 예외는 아니다!,,43353,0,79.0,2017.08.18,2017.10.19,9.86114285714285,1,9.86,옴니버스,개그,2,5
1668,킬러방 : 퍼스트 킬,https://comic.naver.com/webtoon/list?titleId=769660,1,https://shared-comic.pstatic.net/thumb/webtoon/769660/thumbnail/thumbnail_IMAG10_1bbb4dd2-19aa-4494-acc4-752da2b5edae.jpg,김도연 / 방진호,"스토리, 액션",15세 이용가,"특수부대 출신이지만 평범한 회사원 방의강.아내가 싸이코패스를 만나 간신히 도망친 사건을 계기로 범인을 잡겠다고 나서지만 오히려 그들에게 잡히고 만다.하지만 범인들은 서로 싸우다 죽어버리고, 그 때 방의강의 앞에 한 남자가 나타나 킬러컴퍼니에 입사하라며 명함을 건네는데...사고사 전문 성장형 킬러 방의강의 통쾌한 살인청부 스토리가 펼쳐진다.",,187,0,55.0,2022.05.12,2022.07.14,9.8954,2,9.9,스토리,액션,0,4
1669,킬러분식,https://comic.naver.com/webtoon/list?titleId=720117,1,https://shared-comic.pstatic.net/thumb/webtoon/720117/thumbnail/thumbnail_IMAG10_5c1c9870-957b-4cce-ba63-48dde3407104.jpg,한(恨),"스토리, 액션",15세 이용가,"킬러의 삶을 청산하고 인간답게 살고 싶었던 추. 20년이 지난 지금, 누군가가 그와 그의 가족을 위협한다!인과응보를 기반으로 한 한(恨)작가의 액션 느와르 복수극.",https://series.naver.com/comic/detail.series?originalProductId=153026,62297,0,53.0,2018.12.01,2018.12.29,9.5,2,9.5,스토리,액션,0,4
1670,킬링킬러,https://comic.naver.com/webtoon/list?titleId=797155,0,https://shared-comic.pstatic.net/thumb/webtoon/797155/thumbnail/thumbnail_IMAG10_a24401e6-f866-44c1-81e9-3336e0062c0e.jpg,아백,"스토리, 액션",15세 이용가,"10년 전, 살인마에게 부모님을 잃은 주인공 이시우. 마침내 부모님을 죽인 살인마 잭을 만나 목을 베는데...잘린 목이 죽지 않고 말을 걸어온다. ""네 부모를 죽인 건 내가 아니야.""진짜 범인이 초능력을 사용하는 살인마 집단에 속해 있는 '계약자'라는 것을 알게 된 이시우는 잭의 도움을 받아 계약자들을 사냥하기로 결심한다.",https://series.naver.com/comic/detail.series?originalProductId=476051,108,0,24.0,2022.09.17,2022.11.19,9.2,2,9.2,스토리,액션,0,4
1671,킬링타임,https://comic.naver.com/webtoon/list?titleId=731063,1,https://shared-comic.pstatic.net/thumb/webtoon/731063/thumbnail/thumbnail_IMAG10_4903657b-6737-4de5-a6dd-1f8d00067376.jpg,혼,"스토리, 스릴러",15세 이용가,"""언니, 살려줘!""3년전 죽은 동생에게서 전화가 왔다과거와 연결된 핸드폰을 이용해, 죽은 동생을 살려내야 한다!",https://series.naver.com/comic/detail.series?originalProductId=369023,82733,0,55.0,2019.07.15,2019.08.26,9.8,2,9.8,스토리,스릴러,0,3
1672,타인은 지옥이다,https://comic.naver.com/webtoon/list?titleId=708378,1,https://shared-comic.pstatic.net/thumb/webtoon/708378/thumbnail/thumbnail_IMAG10_e63ecfd1-9f7d-4b65-a1df-05f6241daba0.jpg,김용키,"스토리, 스릴러",15세 이용가,모든 게 낯선 고시원 생활. 그곳에 수상한 자들이 있다.화제의 드라마원작 재연재! 놓치지 마세요!,https://series.naver.com/comic/detail.series?originalProductId=313341,100000,0,89.0,2019.08.12,2019.08.17,7.8,2,7.8,스토리,스릴러,0,3
1673,타인의 로맨스,https://comic.naver.com/webtoon/list?titleId=729043,1,https://shared-comic.pstatic.net/thumb/webtoon/729043/thumbnail/thumbnail_IMAG10_b6409289-708b-4358-816a-963a0338f20a.jpg,호욱 / 만찐,"스토리, 로맨스",12세 이용가,로맨스 소설 속 여주인공이 되어버린 임소희. 과연 그녀의 운명은?,https://series.naver.com/comic/detail.series?originalProductId=366804,54284,0,45.0,2019.06.29,2019.07.27,8.9,1,8.9,스토리,로맨스,0,0
1674,타인지옥 - 연쇄살묘사건,https://comic.naver.com/webtoon/list?titleId=732403,1,https://shared-comic.pstatic.net/thumb/webtoon/732403/thumbnail/thumbnail_IMAG10_4ab93fd4-7726-40d9-a55c-9ca034f657a8.jpg,김용키,"스토리, 스릴러",15세 이용가,"<타인은 지옥이다> 특별외전 - 연쇄살묘사건고벤저스, 재등장! 종우가 오기 전 일어난 참혹한 사건의 전말은?!",,73448,0,6.0,2019.08.13,2019.08.29,9.95,2,9.95,스토리,스릴러,0,3
1675,타임인조선,https://comic.naver.com/webtoon/list?titleId=337964,1,https://shared-comic.pstatic.net/thumb/webtoon/337964/thumbnail/title_thumbnail_20110613111940_t83x90.jpg,이윤창,"스토리, 개그",전체연령가,'백투더퓨처'를 꿈꾸는 준재와 철수의 조선견문록!,https://series.naver.com/comic/detail.series?originalProductId=194767,25650,0,108.0,2011.07.26,2011.09.27,9.8,0,9.8,스토리,개그,0,5
1676,타투,https://comic.naver.com/webtoon/list?titleId=15569,1,https://shared-comic.pstatic.net/thumb/webtoon/15569/thumbnail/thumbnail_title_15569_83x90.gif,노지현,"옴니버스, 드라마",12세 이용가,"밝고 쾌활한 여고생 현진과 새로 오픈한 타투 가게의 진우, 유기를 중심으로 벌어지는 옴니버스!! 타투를 하러 오는 사람들에게 신비한 일이 일어나는데...과연 어떤일이 벌어질까요?",,113,0,31.0,2006.06.01,2006.08.03,9.250666666666667,1,9.25,옴니버스,드라마,2,1
1677,탈(TAL),https://comic.naver.com/webtoon/list?titleId=316911,1,https://shared-comic.pstatic.net/thumb/webtoon/316911/thumbnail/title_thumbnail_20160708114201_t83x90.jpg,강임,"스토리, 판타지",12세 이용가,"어느 날 갑자기 등장한, 보통 인간과는 조금 다른 존재들.특수한 능력을 지니고 태어난 사람들의 이야기",https://series.naver.com/comic/detail.series?originalProductId=227375,100000,0,282.0,2012.12.30,2014.01.04,9.8,1,9.8,스토리,판타지,0,2
1678,탈영일지,https://comic.naver.com/webtoon/list?titleId=773523,1,https://shared-comic.pstatic.net/thumb/webtoon/773523/thumbnail/thumbnail_IMAG10_0ace2972-ff78-441e-822f-adcb6c62b0ab.jpg,아포리아,"스토리, 드라마",15세 이용가,1984년 군생활을 이어가던 ‘최금혁’은 선임들의 모진 갈굼과믿었던 여자친구의 배신으로 매일 지옥 같은 하루를 보낸다.괴로운 생활에 지친 금혁이는 근무 중 선임의 조롱을 견디지 못하고 결국 선임을 쏘고 달아나게 되는데...은신과 도주가 반복되는 생활 속에서 금혁이는 무사히 추격자들을 따돌릴 수 있을까?​괴로운 군생활에서 도망쳐 나온 탈영병 최금혁과 그를 쫓는 조충호 대위의 추격 스릴러!,,236,0,26.0,2021.12.21,2022.02.22,8.795000000000002,2,8.8,스토리,드라마,0,1
1679,탐구생활2,https://comic.naver.com/webtoon/list?titleId=24525,1,https://shared-comic.pstatic.net/thumb/webtoon/24525/thumbnail/thumbnail_title_24525_83x90.gif,메가쑈킹,"스토리, 개그",12세 이용가,"배려심이라곤 없는 소심한 남편과 습관성 울컥증에 식탐 강한 아내가
자전거 타고 떠나는 좌충우돌 신혼여행~",,69,0,64.0,2008.02.27,2008.03.31,9.737166666666669,1,9.74,스토리,개그,0,5
1680,탐구생활3,https://comic.naver.com/webtoon/list?titleId=26114,1,https://shared-comic.pstatic.net/thumb/webtoon/26114/thumbnail/thumbnail_title_26114_83x90.gif,메가쇼킹,"옴니버스, 개그",12세 이용가,"마음 씀씀이가 좁고 간사한 사람을 뜻하는 '소인배'
이 땅의 모든 사랑스런 소인배들에게 바치는 지상 최강 소인배 가족의 적나라한 진상 플레이",,1238,0,104.0,2009.03.27,2009.04.29,9.793299999999997,1,9.79,옴니버스,개그,2,5
1681,탐구생활4-그대와 함께 하이킹,https://comic.naver.com/webtoon/list?titleId=142910,1,https://shared-comic.pstatic.net/thumb/webtoon/142910/thumbnail/title_thumbnail_20100304103724_t83x90.jpg,메가쑈킹,"옴니버스, 개그",12세 이용가,"배려심 제로의 소심쟁이 남편 메가쑈킹만화가와
습관성 울컥증에 최강의 식탐을 지닌 아내 금보. 다시 돌아온 그들의 요절복통 도보하이킹 대장정",,523,0,14.0,2010.03.21,2010.04.29,9.742,1,9.74,옴니버스,개그,2,5
1682,탐의 굴,https://comic.naver.com/webtoon/list?titleId=774035,1,https://shared-comic.pstatic.net/thumb/webtoon/774035/thumbnail/thumbnail_IMAG10_a7911802-ed73-4975-bc30-bf7d16c52a6b.jpg,보민,"스토리, 스릴러",전체연령가,펜션의 다섯 남자 그리고 살인마와의 치열한 공방전.아수라장 속에서 살아남는 자는 과연 누가 될 것인가?,https://series.naver.com/comic/detail.series?originalProductId=433507,7,0,75.0,2021.07.26,2021.07.26,9.1,0,9.1,스토리,스릴러,0,3
1683,탑코너,https://comic.naver.com/webtoon/list?titleId=732021,0,https://shared-comic.pstatic.net/thumb/webtoon/732021/thumbnail/thumbnail_IMAG10_4a82584b-2ae5-41f9-bfe2-b4be4083f289.jpg,윤성 / 라군,"스토리, 스포츠",전체연령가,"소설가의 꿈을 가진 수학 천재소년 안시준. 우연히 광진고 축구부의 유망주 허도형과 만나게 된다. 뜻밖의 사건으로 시준에게 잠재된 축구 재능을 발견한 도형.팀을 구하기 위해 시준에게 은밀한 거래를 제안하지만.."".. 난 축구는 한 번도 해본 적 없는데..?""과연 시준은 위기에 빠진 광진고 축구부의구세주가 될 수 있을까?꿈을 좇는 소년들의 축구드라마. 수학 천재의 킥오프가 시작된다!",https://series.naver.com/comic/detail.series?originalProductId=371610,70165,0,161.0,2022.09.16,2022.11.18,9.6,0,9.6,스토리,스포츠,0,9
1684,태권보이,https://comic.naver.com/webtoon/list?titleId=771330,0,https://shared-comic.pstatic.net/thumb/webtoon/771330/thumbnail/thumbnail_IMAG10_8f97a7dc-1a1a-4f3a-a66f-38feddf8515b.jpg,김우준,"스토리, 스포츠",12세 이용가,"성적도 장래희망도 애매모호, 뭐든 설렁설렁 대충이지만 알고 보면 태권도 고수인 주인공 '김인'.주변에서는 겨룰 자가 없을 만큼 출중한 실력을 자랑하지만 어쩐지 선수는 되려 하지는 않는다.태권도는 사랑하지만 겨루기는 제기차기라고?그런 인에게 운명처럼 찾아온 태권도계의 슈퍼루키 김민석과의 단 한 번의 겨루기.이제 그들은 이기기 위해, 제대로 싸우기 위해 새로운 태권도 겨루기의 장에서 맞선다!",https://series.naver.com/comic/detail.series?originalProductId=431188,359,0,86.0,2022.09.15,2022.11.24,9.6,1,9.6,스토리,스포츠,0,9
1685,태릉좀비촌,https://comic.naver.com/webtoon/list?titleId=746750,1,https://shared-comic.pstatic.net/thumb/webtoon/746750/thumbnail/thumbnail_IMAG10_56c4c9ac-34fa-4cde-8e40-b5f4f77202b0.jpg,하얀독수리,"에피소드, 드라마",전체연령가,대한민국에서 가장 높은 신체능력과 강도 높은 훈련을 이겨낸 엘리트 운동선수들이 모여 있는 '태릉선수촌'에 좀비 바이러스가 퍼졌다. 유도 은메달리스트 락구는 자신의 목숨보다 중요한 양궁선수 승미를 구하기 위해 격리구역이 된 태릉선수촌에 뛰어드는데…….,https://series.naver.com/comic/detail.series?originalProductId=331105,779,0,50.0,2020.06.08,2020.06.08,9.2,0,9.2,에피소드,드라마,1,1
1686,태백 : 튜토리얼 맨,https://comic.naver.com/webtoon/list?titleId=755559,0,https://shared-comic.pstatic.net/thumb/webtoon/755559/thumbnail/thumbnail_IMAG10_50efe96f-a225-4670-bb33-4d3a5e3a4861.jpg,이난 / 백세,"스토리, 판타지",12세 이용가,초보스킬만 Lv.999!자아를 갖게 된 튜토리얼 NPC의 모험기!!,https://series.naver.com/comic/detail.series?originalProductId=412470,17589,0,114.0,2022.09.09,2022.11.18,9.6,1,9.6,스토리,판타지,0,2
1687,태시트,https://comic.naver.com/webtoon/list?titleId=766966,0,https://shared-comic.pstatic.net/thumb/webtoon/766966/thumbnail/thumbnail_IMAG10_ed2d97f1-43b6-4586-ac64-7f4cfa40c693.jpg,김다찌,"스토리, 액션",12세 이용가,좀비 바이러스를 내뿜는 오염물질로 무너진 세상. 그곳에 적응한 사람들. 높은 자원과 뛰어난 박사 ‘사이먼’을 겸했던 마을 ‘아미나’.하지만  ‘사이먼’이 실종되고 ‘아미나’ 사람들은 절망에 빠진다.그런 ‘아미나’에서 태어나고 자란 ‘루비’.그녀로 인해 묻혀있던 사건들이 서서히 모습을 드러내기 시작하는데...,,1449,0,68.0,2022.08.08,2022.10.10,9.96750000000001,1,9.97,스토리,액션,0,4
1688,태왕광개토,https://comic.naver.com/webtoon/list?titleId=25050,1,https://shared-comic.pstatic.net/thumb/webtoon/25050/thumbnail/thumbnail_title_25050_83x90.gif,청안랑 / 김인호,"스토리, 무협/사극",12세 이용가,"고구려 19대 왕! 한반도 역사상 최대의 영토를 확장한 정복 군주.
고구려의 세력권을 넓히고 동북아시아 패자로서의 자주성을 드높인 광개토태왕의 이야기가 만화로 펼쳐진다.",,127,0,58.0,2008.04.25,2008.06.27,9.786,1,9.79,스토리,무협/사극,0,7
1689,택배 왔습니다,https://comic.naver.com/webtoon/list?titleId=785583,0,https://shared-comic.pstatic.net/thumb/webtoon/785583/thumbnail/thumbnail_IMAG10_c8f2d28d-2617-41ad-98c0-cec5c7c47849.jpg,이한손,"스토리, 스릴러",15세 이용가,"선호는 풍족하진 않지만 소소한 행복을 즐기며 살아가는 평범한 택배원이다.평소처럼 배달을 하던 그는 배달 장소에서 우연히 10년 전 고등학교 시절자신을 괴롭혔던 준구를 만나게 된다.자신을 못 알아보는 준구를 보며 선호는 안심했지만그의 집에서 살인의 흔적을 발견하게 되고,목격자라는 사실을 들킨다.준구에게 붙잡힌 선호는 다시 10년 전처럼 준구의 심부름을 하게 되는데...",,357,0,51.0,2022.09.19,2022.11.21,9.714800000000002,2,9.71,스토리,스릴러,0,3
1690,터치! 메리크리스마스,https://comic.naver.com/webtoon/list?titleId=604147,1,https://shared-comic.pstatic.net/thumb/webtoon/604147/thumbnail/title_thumbnail_20131217181504_t83x90.jpg,웹툰작가,"에피소드, 일상",전체연령가,요즘은 뭘 하며 지내고 있을까? 근황이 궁금했던 작가들이 돌아왔다!개성 만점 크리스마스 단편선을 스마트툰으로 만나보세요,,4008,0,10.0,2013.12.17,2014.01.07,9.63,0,9.63,에피소드,일상,1,6
1691,텃밭부 사건일지,https://comic.naver.com/webtoon/list?titleId=732259,1,https://shared-comic.pstatic.net/thumb/webtoon/732259/thumbnail/thumbnail_IMAG10_aad27957-f05c-48d4-84ca-d40b1d543c00.jpg,오이츄,"스토리, 드라마",전체연령가,우리는 매일 텃밭에서 잡초와 사건을 캐지요!,https://series.naver.com/comic/detail.series?originalProductId=371510,57404,0,55.0,2019.08.27,2019.10.01,10.0,0,10.0,스토리,드라마,0,1
1692,테러대부활,https://comic.naver.com/webtoon/list?titleId=761565,1,https://shared-comic.pstatic.net/thumb/webtoon/761565/thumbnail/thumbnail_IMAG10_6395d136-4553-405e-b496-a5fb7b50d69d.jpg,한동우 / 고진호,"스토리, 액션",15세 이용가,"드디어 테러맨과 부활남이 만났다. ‘파괴는 부활의 시작이다.’ 새로운 악의 등장으로 전세계가 위험에 빠진다. 불행을 보는 능력을 가진 민정우와 다시 살아나는 능력을 가진 석환, 두 히어로는 다른 선택을 하게 되는데..  과연 최후의 승자는? 한동우 X 고진호의 슈퍼스트링 첫 크로스오버 작품",https://series.naver.com/comic/detail.series?originalProductId=420048,4206,0,89.0,2020.12.26,2021.02.06,9.8,2,9.8,스토리,액션,0,4
1693,테러맨,https://comic.naver.com/webtoon/list?titleId=670149,1,https://shared-comic.pstatic.net/thumb/webtoon/670149/thumbnail/thumbnail_IMAG10_e7b9a026-42a9-447c-a5b5-af0c71626e50.jpg,한동우 / 고진호,"스토리, 액션",15세 이용가,한 사람이라도 더 살릴 수 있다면 테러리스트가 되어도 상관없어.,https://series.naver.com/comic/detail.series?originalProductId=220430,100000,0,211.0,2016.01.14,2016.03.03,9.7,2,9.7,스토리,액션,0,4
1694,테제,https://comic.naver.com/webtoon/list?titleId=226806,1,https://shared-comic.pstatic.net/thumb/webtoon/226806/thumbnail/title_thumbnail_20100906152403_t83x90.jpg,하람 / 지야,"스토리, 판타지",12세 이용가,예언된 죽음. 운명에 도전하는 소년.세계의 운명을 건 싸움이 지금 시작된다,https://series.naver.com/comic/detail.series?originalProductId=381063,3920,0,46.0,2010.09.06,2010.10.15,8.4,1,8.4,스토리,판타지,0,2
1695,텍사스홀덤,https://comic.naver.com/webtoon/list?titleId=746746,1,https://shared-comic.pstatic.net/thumb/webtoon/746746/thumbnail/thumbnail_IMAG10_d2229e2a-f13a-485d-9470-9654dde6a399.jpg,onesound,"에피소드, 일상",전체연령가,흥미진진 승부사의 세계,https://series.naver.com/comic/detail.series?originalProductId=330939,4604,0,50.0,2020.05.28,2020.05.28,9.7,0,9.7,에피소드,일상,1,6
1696,토끼대왕,https://comic.naver.com/webtoon/list?titleId=742826,1,https://shared-comic.pstatic.net/thumb/webtoon/742826/thumbnail/thumbnail_IMAG10_0e4dc2ea-de51-4100-9047-ab4390a30b9c.jpg,김숭늉,"스토리, 스릴러",18세 이용가,"살인마 교생, 왕따를 구원하다.",https://series.naver.com/comic/detail.series?originalProductId=392745,33800,1,67.0,2020.03.13,2020.04.24,9.7,3,9.7,스토리,스릴러,0,3
1697,토니와 함께,https://comic.naver.com/webtoon/list?titleId=746751,1,https://shared-comic.pstatic.net/thumb/webtoon/746751/thumbnail/thumbnail_IMAG10_ba31c9bf-0007-4ca8-9dcf-796338af6520.jpg,정성완,"에피소드, 드라마",전체연령가,"전염병으로 황폐해지고 있는 세상. 인생이 원하는 대로 풀리지 않아 부모님 댁으로 도피했던 내가 홀로 살아 남았다. 막연한 목표로 자취방을 향해 걷던 어느 날, 강아지 토니를 발견하게 되는데... 그렇게 낯선 존재인 토니와 함께 여정을 떠난다.",https://series.naver.com/comic/detail.series?originalProductId=357351,1557,0,55.0,2020.06.08,2020.06.08,9.6,0,9.6,에피소드,드라마,1,1
1698,통 엣지 [완전판],https://comic.naver.com/webtoon/list?titleId=799862,0,https://shared-comic.pstatic.net/thumb/webtoon/799862/thumbnail/thumbnail_IMAG10_b723b57e-61ae-4330-af52-f5f3256cf438.jpg,운(雲) / 한큰빛,"스토리, 액션",15세 이용가,제양수가 반란자금을 마련하기 위해 팔아치운 소년들의 행방을 추적하던 류희수.몇 달 간의 노력 끝에 제양수 일당이 납치해 팔아치운 소년들이 예상보다 훨씬 많을 뿐 아니라그 거래처가 현재 동남아 바다의 가장 큰 골칫거리라 불리는 해적 조직 ‘아마이몬’ (*탐욕의 악마) 임을 확인한다.대한민국 최고 칼잡이 하종화와 그 제자 류희수의 새로운 모험이 시작된다!,https://series.naver.com/comic/detail.series?originalProductId=340955,13,0,155.0,2022.09.02,2022.09.02,9.3,2,9.3,스토리,액션,0,4
1699,퇴근 후에 만나요,https://comic.naver.com/webtoon/list?titleId=801517,0,https://shared-comic.pstatic.net/thumb/webtoon/801517/thumbnail/thumbnail_IMAG10_3b69a970-5022-4739-a04c-caf6ee2295f3.jpg,박한나 / 햄친 / 로즈빈,"스토리, 로맨스",12세 이용가,"2억짜리 영혼결혼식,그 한 가운데에서 전남친을 마주쳤다?!빚을 갚기 위해 죽은 남자와 결혼하게 된 정채원은결혼까지 생각했던 전 남자친구 한성준의 회사에 취직한다.""잊지 마세요. 3년 동안은 절대 남자를 만나선 안 됩니다.""유부녀 코스프레를 들키지 않으려는 여자와,그 비밀을 밝혀내려는 남자.두 사람의 창과 방패의 대결이 시작된다!",https://series.naver.com/comic/detail.series?originalProductId=485896,62,0,10.0,2022.10.23,2022.11.20,10.0,1,10.0,스토리,로맨스,0,0
1700,퇴마록,https://comic.naver.com/webtoon/list?titleId=784813,0,https://shared-comic.pstatic.net/thumb/webtoon/784813/thumbnail/thumbnail_IMAG10_f53981ff-ad47-45d2-a761-65001a7d0990.jpg,운 / 이협 / 이우혁,"스토리, 액션",전체연령가,"대한민국에 신드롬을 일으키며 판매 누적부수 1,000만부 이상을 기록한 대작 판타지를 이제 웹툰으로 만난다.물귀신에게 동생을 잃고 귀신과 싸우기 위해 태극기공을 수련하게 되는 현암.미지의 악령으로부터 친구의 딸을 구하지 못해 고행의 길을 걷는 사제를 택한 박신부.해동밀교의 유일한 생존자로 밀교 5대 호법의 모든 주술을 물려받은 천재소년 준후.아버지로 인해 미스터리한 사건에 휘말리게 된 숨겨진 비밀을 가지고 있는 승희.인간의 영적, 정신적 세계를 지배하여 사회를 혼란과 범죄의 온상으로 몰아가는 악한 마귀들을각자의 사연을 지닌 퇴마사들이 함께 싸우며 해결해 나가는 오컬트 판타지.",https://series.naver.com/comic/detail.series?originalProductId=450570,521,0,72.0,2021.11.11,2021.11.11,9.7,0,9.7,스토리,액션,0,4
1701,퇴마전쟁,https://comic.naver.com/webtoon/list?titleId=613076,1,https://shared-comic.pstatic.net/thumb/webtoon/613076/thumbnail/title_thumbnail_20140215222557_t83x90.jpg,한(恨),"스토리, 액션",12세 이용가,"100년의 봉인에서 깨어난 마왕,
마왕을 다시 봉인하기 위해 뭉친 퇴마사들의 악전고투!",,47819,0,53.0,2014.12.20,2015.02.21,9.8526,1,9.85,스토리,액션,0,4
1702,투 두 리스트,https://comic.naver.com/webtoon/list?titleId=791686,0,https://shared-comic.pstatic.net/thumb/webtoon/791686/thumbnail/thumbnail_IMAG10_0f81cc95-54f3-4039-9745-3deaf074607e.jpg,RYO. / FLEWing,"스토리, 로맨스",전체연령가,키 큰 남자는 인기 있지! 그런 건 당연하잖아!키가 큰 연애 초보 오오모리 카즈키는 대학교 1학년이다. 어느 날 집 근처 미술대학에 다니는 키가 작은 연상의 여인을 사랑하게 된다.좋아하는 사람이 있다는게 이런 기분이 드는구나…그녀를 만나고 나의 매일은 그야말로...장밋빛! 이라고 생각하는데…이제보니...연애는 어떻게 하면 좋은 거지?모든 게 신선하고 모든 게 두근두근 거린다.누구나 한 번쯤은 겪어 본 '연애의 시작’를실화 이야기를 바탕으로 만들었습니다.,https://series.naver.com/comic/detail.series?originalProductId=462133,7,0,57.0,2022.03.03,2022.03.03,8.8,0,8.8,스토리,로맨스,0,0
1703,투명한 동거,https://comic.naver.com/webtoon/list?titleId=677740,1,https://shared-comic.pstatic.net/thumb/webtoon/677740/thumbnail/title_thumbnail_20160418160211_t83x90.jpg,정서,"스토리, 로맨스",15세 이용가,닿을 듯 닿지 않는인간과 유령의 아슬아슬한 동거,https://series.naver.com/comic/detail.series?originalProductId=233616,100000,0,51.0,2016.04.18,2016.05.16,9.7,2,9.7,스토리,로맨스,0,0
1704,투신전생기,https://comic.naver.com/webtoon/list?titleId=774044,1,https://shared-comic.pstatic.net/thumb/webtoon/774044/thumbnail/thumbnail_IMAG10_7e564e71-f824-466a-ae37-9a62192c6fa0.jpg,청담,"스토리, 액션",12세 이용가,"인류 최강자의 회귀 액션 판타지.""역겨운 신들이 줬다고 해도 기회는 기회. 뒈지고 싶다는데 죽여 줘야지.""인류 최후의 생존자 제피르.  마신과의 고독한 싸움은 패배로 끝났으나, 신들이 준 기회로 10년 전으로 돌아왔다. 모든 것을 빼앗아갔던 마신과 인간을 구경거리 취급한 신들. 이번에는 내가 너희를 물어뜯겠다.",,2475,0,60.0,2022.06.11,2022.08.20,9.949400000000004,1,9.95,스토리,액션,0,4
