user,webtoon_title,webtoon_num,webtoon_ratings
66,태백 : 튜토리얼 맨,1687,4
66,튜토리얼 탑의 고인물,1707,4
66,트롤트랩,1711,5
66,프리드로우,1769,5
66,플레이어,1776,4
66,헬퍼 2 : 킬베로스,1867,4
66,99강화나무몽둥이,2043,5
67,개를 낳았다,35,6
67,먹는 인생,546,5
67,별을 삼킨 너에게,700,4
67,외모지상주의,1286,1
68,광마회귀,107,6
68,놓지마 정신줄,320,1
68,놓지마 정신줄 시즌2,321,1
68,놓지마 정신줄 시즌3,322,1
68,안나라수마나라,1087,5
68,입학용병,1436,4
68,3단합체김창남,2034,5
69,물위의 우리,604,5
69,잔불의 기사,1446,6
70,갓 오브 하이스쿨,23,3
70,세기말 풋사과 보습학원,875,5
70,이번 생도 잘 부탁해,1387,5
71,김부장,200,4
71,사형소년,821,4
71,신의 탑,1000,5
71,외모지상주의,1286,4
71,윈드브레이커,1352,4
71,파도를 찾아라!,1719,6
72,김부장,200,6
72,만능잡캐,528,1
73,그렇고 그런 바람에,173,6
73,내가 죽기로 결심한 것은,282,6
73,대학일기,372,6
73,성경의 역사,869,1
73,아홉수 우리들,1070,6
73,안개무덤,1086,6
73,유미의 세포들 외전 : 프로 직장인,1358,6
74,검은인간,51,5
74,극야,179,5
74,역대급 영지 설계사,1178,5
74,외모지상주의,1286,4
74,입학용병,1436,6
74,좀비 파이트,1507,5
75,개를 낳았다,35,6
75,대학원 탈출일지,371,5
75,뷰티풀 군바리,748,4
75,약한영웅,1114,4
75,1초,1992,6
76,가담항설,2,6
76,나타나주세요!,254,1
76,별이삼샵,703,5
77,가비지타임,4,5
77,김부장,200,5
77,별이삼샵,703,6
77,빅맨,773,5
77,빌드업,774,5
77,싸움독학,1018,5
77,연애혁명,1191,5
77,외모지상주의,1286,5
78,모태솔로수용소,572,5
79,나노마신,225,1
79,약한영웅,1114,4
79,연애혁명,1191,4
80,연애혁명,1191,6
80,외모지상주의,1286,5
81,가비지타임,4,6
81,광마회귀,107,5
81,김부장,200,2
81,나노마신,225,4
81,별이삼샵,703,6
81,빅맨,773,1
81,빌드업,774,5
81,연애혁명,1191,5
81,외모지상주의,1286,5
81,위아더좀비,1347,5
81,입학용병,1436,4
81,전지적 독자 시점,1480,5
81,참교육,1578,4
81,취사병 전설이 되다,1622,4
81,퀘스트지상주의,1650,4
81,탑코너,1684,2
81,호랑이형님,1882,5
82,광장,108,5
82,낮에 뜨는 달,274,6
82,틴맘,1716,1
83,물위의 우리,604,6
83,세기말 풋사과 보습학원,875,5
83,합법해적 파르페,1837,6
84,외모지상주의,1286,6
85,검은인간,51,5
85,나노마신,225,4
85,내일,289,6
85,네가 없는 세상,306,6
85,랜덤채팅의 그녀!,457,1
85,별이삼샵,703,6
85,아홉수 우리들,1070,5
85,알게뭐야,1097,6
85,연애혁명,1191,5
85,이번 생도 잘 부탁해,1387,5
85,전지적 독자 시점,1480,5
85,죽음에 관하여,1525,6
85,화산귀환,1903,5
85,1초,1992,6
86,똑 닮은 딸,443,4
86,마루는 강쥐,505,3
86,먹는 인생,546,6
86,반귀,647,4
86,세기말 풋사과 보습학원,875,5
86,세레나,878,3
86,아홉수 우리들,1070,6
86,약한영웅,1114,4
86,여신강림,1167,2
86,위아더좀비,1347,6
86,윈드브레이커,1352,4
86,입학용병,1436,4
86,참교육,1578,4
86,취사병 전설이 되다,1622,4
86,1초,1992,5
87,윈드브레이커,1352,1
87,조의 영역,1502,6
88,격기3반,59,1
88,김부장,200,5
88,99강화나무몽둥이,2043,5
89,격기3반,59,5
89,광마회귀,107,6
89,김부장,200,5
89,윈드브레이커,1352,1
89,화산귀환,1903,5
90,내가 죽기로 결심한 것은,282,5
90,마른 가지에 바람처럼,507,5
90,마침내 사랑이에요 마왕님!,526,5
90,시한부인 줄 알았어요!,980,5
90,역대급 영지 설계사,1178,5
90,올가미,1267,5
90,용이산다,1299,5
90,윈드브레이커,1352,1
90,하루만 네가 되고 싶어,1807,6
91,갓 오브 하이스쿨,23,3
91,노블레스,316,3
91,신의 탑,1000,3
91,연애혁명,1191,3
91,외모지상주의,1286,3
92,공감.jpg,94,1
92,헬퍼,1866,5
92,호랑이 들어와요,1881,5
93,공감.jpg,94,1
93,마음의소리,522,5
93,선천적 얼간이들,868,6
93,헬퍼,1866,5
93,헬퍼 2 : 킬베로스,1867,3
93,호랑이 들어와요,1881,5
94,별이삼샵,703,6
95,가비지타임,4,5
95,고삼이 집나갔다,85,5
95,내일,289,5
95,라스트 서브미션,451,5
95,마음의소리,522,5
95,별이삼샵,703,5
95,스쿨홀릭,949,5
95,외모지상주의,1286,1
95,좀비딸,1508,5
95,죽음에 관하여,1525,5
95,타임인조선,1676,6
96,민간인 통제구역,630,5
96,별이삼샵,703,5
96,존망코인,1504,1
96,취사병 전설이 되다,1622,5
96,퀘스트지상주의,1650,5
96,A.I. 닥터,1943,6
97,갓 오브 하이스쿨,23,5
97,구름이 피워낸 꽃,121,1
97,노블레스,316,4
97,도플갱어의 게임,402,5
97,마른 가지에 바람처럼,507,4
97,마음의소리,522,4
97,뱀은 꽃을 먹는가,675,5
97,보살님이 캐리해!,711,4
97,살아남은 로맨스,827,5
97,예쁜 사나이,1222,5
97,이중첩자,1403,4
97,입시명문사립 정글고등학교,1435,5
97,재혼 황후,1461,5
97,전자오락수호대,1479,6
97,피라미드 게임,1781,5
97,피에는 피,1784,4
97,히어로 킬러,1938,4
98,개와 사람의 시간,39,5
98,그 황제가 시곗바늘을 되돌린 사연,158,3
98,로또 황녀님,472,5
98,마루는 강쥐,505,5
98,마왕의 고백,519,5
98,먹는 인생,546,5
98,아카데미에 위장취업당했다,1067,5
98,"안녕, 나의 수집",1090,5
98,왕세자 입학도,1283,6
98,일렉시드,1424,5
98,호랑이 들어와요,1881,5
99,검은인간,51,5
99,겟백,55,5
99,괴물공작의 딸,110,4
99,구름이 피워낸 꽃,121,1
99,꽃만 키우는데 너무강함,213,5
99,노곤하개,311,5
99,놓지마 정신줄,320,5
99,놓지마 정신줄 시즌2,321,5
99,놓지마 정신줄 시즌3,322,5
99,달의 요람,352,1
99,더 퀸즈,376,5
99,레사 시즌1,464,5
99,레사 시즌2~3,465,5
99,마루는 강쥐,505,5
99,밥 먹고 갈래요?,656,5
99,선천적 얼간이들,868,5
99,솔트앤페퍼,915,5
99,안녕 나의 모모로,1088,6
99,엑스애쉬,1153,5
