,no,title,link,status,author,fake_intro,real_intro,likes,episodes,first_register_date,last_register_date,age,rate,genre1_pre,genre2_pre,thumb_link
1809,1810,하북팽가 막내아들,https://comic.naver.com/webtoon/list?titleId=783877,0,스튜디오M / 기원 / 무향,"하북팽가 최고의 전력, 도왕 팽지혁. 마교의 습격으로 멸문지화에 빠진 가문을 구하러 낙호곡으로 향하지만 모든 것은 함정이었고, 죽음의 순간 자신이 사랑했던 가문에게 버림받았다는 사실에 분노한다.'다시... 내게 한 번만 더 기회가 주어진다면...!'죽은 줄 알았던 팽지혁은 방구석 둔재, 하북팽가 사공자의 몸에서 눈을 뜬다.","하북팽가 최고의 전력, 도왕 팽지혁. 마교의 습격으로 멸문지화에 빠진 가문을 구하러 낙호곡으로 향하지만 모든 것은 함정이었고, 죽음의 순간 자신이 사랑했던 가문에게 버림받았다는 사실에 분노한다.'다시... 내게 한 번만 더 기회가 주어진다면...!'죽은 줄 알았던 팽지혁은 방구석 둔재, 하북팽가 사공자의 몸에서 눈을 뜬다.",406,62.0,2022.09.19,2022.11.21,2,9.0,0,7,https://shared-comic.pstatic.net/thumb/webtoon/783877/thumbnail/thumbnail_IMAG10_ab0efc3e-1dc5-4d35-9aaf-1011b51c03f3.jpg
1810,1811,하슬라,https://comic.naver.com/webtoon/list?titleId=730391,1,까를로스 / 유상진,일곱 번 타인의 삶을 구하면 한 번의 살인이 무죄가 되는 도시 하슬라.처절한 복수를 꿈꾸는 도진. '피의 도시' 하슬라에서 사마리안이 되다.,일곱 번 타인의 삶을 구하면 한 번의 살인이 무죄가 되는 도시 하슬라.처절한 복수를 꿈꾸는 도진. '피의 도시' 하슬라에서 사마리안이 되다.,33530,99.0,2019.07.07,2019.08.18,2,9.2,0,4,https://shared-comic.pstatic.net/thumb/webtoon/730391/thumbnail/thumbnail_IMAG10_9dc0f9c2-f41d-4b2f-86e8-caa485246980.jpg
1811,1812,하얀 사자의 비밀 신부,https://comic.naver.com/webtoon/list?titleId=800390,0,봉비 / 임혜,"낯선 세계, 낯선 사람이 되어 살아가는 이사벨라. ‘검은 사자’라 불리는 라이언과 계약 결혼하고, 그를 완벽하게 속이는 연극을 시작한다.하지만 소문과 다른 라이언의 모습에 점점 좋아하게 되며 그의 비밀을 알게 되는데……. 이사벨라가 그 비밀에 가까워질수록 그녀가 관련되어 있음이 드러난다.","낯선 세계, 낯선 사람이 되어 살아가는 이사벨라. ‘검은 사자’라 불리는 라이언과 계약 결혼하고, 그를 완벽하게 속이는 연극을 시작한다.하지만 소문과 다른 라이언의 모습에 점점 좋아하게 되며 그의 비밀을 알게 되는데……. 이사벨라가 그 비밀에 가까워질수록 그녀가 관련되어 있음이 드러난다.",108,17.0,2022.09.20,2022.11.22,0,9.9,1,0,https://shared-comic.pstatic.net/thumb/webtoon/800390/thumbnail/thumbnail_IMAG10_d96c605d-b481-447a-bd58-cc4ecf04460a.jpg
1812,1813,하우스키퍼,https://comic.naver.com/webtoon/list?titleId=723046,1,채용택 / 유현,A.I가 인간에게 반역하는 것은 인간을 위해서이다.'A.I 혁명이 일어난 세계에서 사상 최악의 바이러스가 창궐하고 하스티의 주인 네빌은 좀비화가 된다.세계연합정부는 환자들의 치료를 포기하고 감염확산을 막기 위해 좀비 학살 정책을 벌인다.인간이 인간을 포기한 최악의 상황에서도 하스티는 주인인 네빌을 포기할 수 없었다.좀비가 된 주인을 지키기 위한 A.I들의 처절한 사투가 시작된다.,'A.I가 인간에게 반역하는 것은 인간을 위해서이다.'A.I 혁명이 일어난 세계에서 사상 최악의 바이러스가 창궐하고 하스티의 주인 네빌은 좀비화가 된다.세계연합정부는 환자들의 치료를 포기하고 감염확산을 막기 위해 좀비 학살 정책을 벌인다.인간이 인간을 포기한 최악의 상황에서도 하스티는 주인인 네빌을 포기할 수 없었다.좀비가 된 주인을 지키기 위한 A.I들의 처절한 사투가 시작된다.,100000,141.0,2022.03.21,2022.05.30,2,9.96,0,2,https://shared-comic.pstatic.net/thumb/webtoon/723046/thumbnail/thumbnail_IMAG10_bcbb3000-5fca-4d1d-b93a-087b03a2a13b.jpg
1813,1814,하울링,https://comic.naver.com/webtoon/list?titleId=778739,1,현재권 / 유노,"잔혹한 살인자의 어두운 마음이, 맹수의 울부짖음처럼 들려왔어요. 그리고… 악마가 깨어나고 말았습니다.처참하게 살해되는 미녀들, 범인을 잡기 위해 결성된 검경 합동수사팀. 지쳐가던 수사팀 앞에 '능력'을 가진 남자가 나타난다.","잔혹한 살인자의 어두운 마음이, 맹수의 울부짖음처럼 들려왔어요. 그리고… 악마가 깨어나고 말았습니다.처참하게 살해되는 미녀들, 범인을 잡기 위해 결성된 검경 합동수사팀. 지쳐가던 수사팀 앞에 '능력'을 가진 남자가 나타난다.",10,56.0,2021.09.13,2021.09.13,0,9.8,0,3,https://shared-comic.pstatic.net/thumb/webtoon/778739/thumbnail/thumbnail_IMAG10_43c58207-6d75-40a5-9cc6-74d9a9589f0c.jpg
1814,1815,하이브 1~2,https://comic.naver.com/webtoon/list?titleId=609480,1,김규삼,거대해진 곤충들이 인간을 습격한다! 원시시대로 돌아간 지구의 대기상태,거대해진 곤충들이 인간을 습격한다! 원시시대로 돌아간 지구의 대기상태,100000,100.0,2014.01.20,2014.03.10,2,9.7,0,2,https://shared-comic.pstatic.net/thumb/webtoon/609480/thumbnail/title_thumbnail_20140120160807_t83x90.jpg
1815,1816,하이브 3,https://comic.naver.com/webtoon/list?titleId=675331,1,김규삼,본격화된 인간과 거대곤충의 전쟁. 김규삼 작가가 선보이는 역대급 판타지 스릴러,본격화된 인간과 거대곤충의 전쟁. 김규삼 작가가 선보이는 역대급 판타지 스릴러,100000,243.0,2016.02.29,2016.04.11,2,9.3,0,2,https://shared-comic.pstatic.net/thumb/webtoon/675331/thumbnail/title_thumbnail_20160229184941_t83x90.jpg
1816,1817,하이웨이 투 헬,https://comic.naver.com/webtoon/list?titleId=799561,0,가개비,"*본 작품은 격주로 연재됩니다.*'조선 최초의 엑소시스트'호환으로 의심되는 연쇄살인이 일어난 조선,반쪽짜리 몸을 가진 소년과 조선인 최초의 신부가 함께서양의 악마와 싸워나가는 조선판 엑소시즘 이야기.","*본 작품은 격주로 연재됩니다.*'조선 최초의 엑소시스트'호환으로 의심되는 연쇄살인이 일어난 조선,반쪽짜리 몸을 가진 소년과 조선인 최초의 신부가 함께서양의 악마와 싸워나가는 조선판 엑소시즘 이야기.",14,64.0,2022.08.28,2022.08.28,2,9.7,0,4,https://shared-comic.pstatic.net/thumb/webtoon/799561/thumbnail/thumbnail_IMAG10_31b01600-9ad8-449d-97e6-a7767c6c5897.jpg
1817,1818,하지만 너는 2D잖아,https://comic.naver.com/webtoon/list?titleId=786498,0,마주,아싸 고등학생 최수아는 어느 날 기묘한 힘에 이끌려 좋아하던 순정만화 속으로 들어가게 된다.낯설고도 익숙한 그곳에서 만난 이는... 최애 캐릭터인 남주인공 정지훈?!미성숙한 덕후 최수아가 만화 속 친구들과 동고동락하며 성장해가는 일상 드라마.,아싸 고등학생 최수아는 어느 날 기묘한 힘에 이끌려 좋아하던 순정만화 속으로 들어가게 된다.낯설고도 익숙한 그곳에서 만난 이는... 최애 캐릭터인 남주인공 정지훈?!미성숙한 덕후 최수아가 만화 속 친구들과 동고동락하며 성장해가는 일상 드라마.,303,49.0,2022.09.20,2022.11.22,0,9.9,0,0,https://shared-comic.pstatic.net/thumb/webtoon/786498/thumbnail/thumbnail_IMAG10_a5c95355-71b5-4b5d-81eb-f3835ed96588.jpg
1818,1819,학교정벌,https://comic.naver.com/webtoon/list?titleId=739097,1,나락 / 지앤,"학교는 공부하는 곳이 아니다.학생의 성적과 재능이 무기가 되고, 학교가 이동 요새가 되어 벌어지는 학교정벌!밑바닥 학교의 전교회장인 마파람이 보여주는 뜨거운 반란.","학교는 공부하는 곳이 아니다.학생의 성적과 재능이 무기가 되고, 학교가 이동 요새가 되어 벌어지는 학교정벌!밑바닥 학교의 전교회장인 마파람이 보여주는 뜨거운 반란.",25206,121.0,2020.04.18,2020.05.23,0,9.4,0,2,https://shared-comic.pstatic.net/thumb/webtoon/739097/thumbnail/thumbnail_IMAG10_11ac440f-add3-4120-a2e3-6bcf266f6074.jpg
1819,1820,한 달 서른 날,https://comic.naver.com/webtoon/list?titleId=784834,0,꿀자몽,"난세 속에 살고 있는 약초꾼 무이. 부족한 생계를 채우기 위해 좀도둑질을 하다 궁궐에 있는 쌀까지 손을 댄다.그러나 그곳에서 마주친 '까치'에게 붙잡혀 나라를 함께 구하자는 어처구니없는 제안을 받게 되고, 무이는 그렇게 한 달 서른 날 안에 멸망할 이 나라의 유일한 영웅으로 선택받게 된다.","난세 속에 살고 있는 약초꾼 무이. 부족한 생계를 채우기 위해 좀도둑질을 하다 궁궐에 있는 쌀까지 손을 댄다.그러나 그곳에서 마주친 '까치'에게 붙잡혀 나라를 함께 구하자는 어처구니없는 제안을 받게 되고, 무이는 그렇게 한 달 서른 날 안에 멸망할 이 나라의 유일한 영웅으로 선택받게 된다.",53,38.0,2021.11.11,2021.11.11,0,9.2,0,7,https://shared-comic.pstatic.net/thumb/webtoon/784834/thumbnail/thumbnail_IMAG10_8f0b6f07-5f18-4e13-8bc2-b6d27084d318.jpg
1820,1821,한 살이라도 어릴 때,https://comic.naver.com/webtoon/list?titleId=500945,1,"김진, 서나래, 필냉이","낢이사는이야기'의 서나래 & '나이스진타임'의 김진 & '고양이일기'의 필냉이, 그녀들이 뭉쳤다!
한 살이라도 어릴 때 떠나야 한다! 언제? 바로 지금! 잘나가는 그녀들의 여행기.","'낢이사는이야기'의 서나래 & '나이스진타임'의 김진 & '고양이일기'의 필냉이, 그녀들이 뭉쳤다!
한 살이라도 어릴 때 떠나야 한다! 언제? 바로 지금! 잘나가는 그녀들의 여행기.",17779,28.0,2012.11.01,2012.11.30,0,9.96,2,6,https://shared-comic.pstatic.net/thumb/webtoon/500945/thumbnail/title_thumbnail_20120828171422_t83x90.jpg
1821,1822,한강예찬,https://comic.naver.com/webtoon/list?titleId=748352,1,김8,"겉보기엔 좋아보이지만 속은 썩었어! 가식에 지친 현대인의 현타 도미노.고교동창생 한세련/강아영/예은지/차안나의 관계, 그리고 이야기.","겉보기엔 좋아보이지만 속은 썩었어! 가식에 지친 현대인의 현타 도미노.고교동창생 한세련/강아영/예은지/차안나의 관계, 그리고 이야기.",32977,41.0,2020.06.15,2020.07.13,1,9.9,0,1,https://shared-comic.pstatic.net/thumb/webtoon/748352/thumbnail/thumbnail_IMAG10_5f530f8f-aa4e-4ad7-9401-4e08ef2bb1c1.jpg
1822,1823,한국만화 1990,https://comic.naver.com/webtoon/list?titleId=703840,1,웹툰작가,"1990년대 데뷔한, 인기 만화가들의 단편 특집","1990년대 데뷔한, 인기 만화가들의 단편 특집",14635,20.0,2018.03.04,2018.05.17,0,9.71,0,6,https://shared-comic.pstatic.net/thumb/webtoon/703840/thumbnail/thumbnail_IMAG10_6491af9f-a7b8-4894-bc2a-c082d1f5970b.jpg
1823,1824,한국만화 또 다른 시선,https://comic.naver.com/webtoon/list?titleId=723862,1,웹툰작가,또 다른 만화를 제안하다인디 웹툰 단편집,또 다른 만화를 제안하다인디 웹툰 단편집,16716,23.0,2019.05.11,2019.07.13,0,9.57,1,6,https://shared-comic.pstatic.net/thumb/webtoon/723862/thumbnail/thumbnail_IMAG10_c4c49e67-5565-4e1c-b2ca-e69958aa7a25.jpg
1824,1825,한국만화거장전,https://comic.naver.com/webtoon/list?titleId=590252,1,한국만화가협회,"한국만화의 전설을 만나다오늘날 한국만화를 있게 한 거장들이 들려주는 새로운 이야기,이제 웹툰으로 만나보세요!","한국만화의 전설을 만나다오늘날 한국만화를 있게 한 거장들이 들려주는 새로운 이야기,이제 웹툰으로 만나보세요!",4289,23.0,2013.12.30,2014.03.10,0,9.87,2,6,https://shared-comic.pstatic.net/thumb/webtoon/590252/thumbnail/title_thumbnail_20130930175540_t83x90.jpg
1825,1826,한국만화거장전 : 만화보물섬,https://comic.naver.com/webtoon/list?titleId=680193,1,한국만화가협회,"만화잡지 <보물섬>, 기억나나요? 
한국만화의 잡지시대를 풍미했던 거장들의 단편을 웹툰으로 만나세요.","만화잡지 <보물섬>, 기억나나요? 
한국만화의 잡지시대를 풍미했던 거장들의 단편을 웹툰으로 만나세요.",24624,24.0,2016.09.19,2016.11.28,0,9.75,1,1,https://shared-comic.pstatic.net/thumb/webtoon/680193/thumbnail/title_thumbnail_20160613232638_t83x90.jpg
1826,1827,한국만화거장전 : 순정만화특집,https://comic.naver.com/webtoon/list?titleId=643607,1,한국만화가협회,"이번엔 순정만화다!
어릴 적 내 마음을 잔잔히 적셔준 거장들의 만화가 다시 시작됩니다.","이번엔 순정만화다!
어릴 적 내 마음을 잔잔히 적셔준 거장들의 만화가 다시 시작됩니다.",15867,24.0,2015.04.15,2015.06.17,0,9.82,0,0,https://shared-comic.pstatic.net/thumb/webtoon/643607/thumbnail/title_thumbnail_20141223153822_t83x90.jpg
1827,1828,한남동 케이하우스,https://comic.naver.com/webtoon/list?titleId=718707,1,박태준,"<외모지상주의> 박태준 작가 신작!말할 수 없는 이 집 남자들의 비밀, 미친 꽃미남들의 후방주의 동거생활","<외모지상주의> 박태준 작가 신작!말할 수 없는 이 집 남자들의 비밀, 미친 꽃미남들의 후방주의 동거생활",100000,48.0,2018.12.05,2019.01.02,1,9.7,0,0,https://shared-comic.pstatic.net/thumb/webtoon/718707/thumbnail/thumbnail_IMAG10_0075c83f-7307-4310-91c9-5964784208a0.jpg
1828,1829,한림체육관,https://comic.naver.com/webtoon/list?titleId=743139,1,혜성 / 이석재,세상에서 가장 강한 남자가 되고 싶다.'그릇된 강함을 실천하던 전영하가 한림체육관에 들어와 진정한 강함을 깨닫고 무도인으로 거듭나는 학원 액션물,'세상에서 가장 강한 남자가 되고 싶다.'그릇된 강함을 실천하던 전영하가 한림체육관에 들어와 진정한 강함을 깨닫고 무도인으로 거듭나는 학원 액션물,100000,104.0,2022.03.21,2022.05.30,2,9.76,1,4,https://shared-comic.pstatic.net/thumb/webtoon/743139/thumbnail/thumbnail_IMAG10_df1a8c2f-63c4-44e1-b1f5-907c41c13243.jpg
1829,1830,한섬세대,https://comic.naver.com/webtoon/list?titleId=400735,1,유승진,"조선후기의 평범한 관리지망생 한섬. 
만만치 않은 길이지만, 한섬이는 만만디. 과연 벼슬자리에 오를 수 있을까?","조선후기의 평범한 관리지망생 한섬. 
만만치 않은 길이지만, 한섬이는 만만디. 과연 벼슬자리에 오를 수 있을까?",1175,41.0,2012.06.10,2012.08.12,0,9.86,0,7,https://shared-comic.pstatic.net/thumb/webtoon/400735/thumbnail/title_thumbnail_20111102095721_t83x90.jpg
